dateTimeAus,tideCategory,tideCategoryHeight
2023-07-12 09:38:00,Low,0.61
2023-07-12 13:01:00,Rising,
2023-07-12 16:24:00,High,1.7
2023-07-12 19:46:00,Falling,
2023-07-12 23:08:00,Low,0.69
2023-07-13 01:58:00,Rising,
2023-07-13 04:48:00,High,1.29
2023-07-13 07:38:00,Falling,
2023-07-13 10:28:00,Low,0.65
2023-07-13 13:52:00,Rising,
2023-07-13 17:16:00,High,1.75
2023-07-13 20:43:00,Falling,
2023-07-14 00:10:00,Low,0.62
2023-07-14 03:00:30,Rising,
2023-07-14 05:51:00,High,1.26
2023-07-14 08:33:30,Falling,
2023-07-14 11:16:00,Low,0.68
2023-07-14 14:40:30,Rising,
2023-07-14 18:05:00,High,1.79
2023-07-14 21:32:30,Falling,
2023-07-15 01:00:00,Low,0.56
2023-07-15 03:52:30,Rising,
2023-07-15 06:45:00,High,1.27
2023-07-15 09:24:30,Falling,
2023-07-15 12:04:00,Low,0.69
2023-07-15 15:26:30,Rising,
2023-07-15 18:49:00,High,1.82
2023-07-15 22:15:30,Falling,
2023-07-16 01:42:00,Low,0.51
2023-07-16 04:37:00,Rising,
2023-07-16 07:32:00,High,1.29
2023-07-16 10:10:30,Falling,
2023-07-16 12:49:00,Low,0.68
2023-07-16 16:09:30,Rising,
2023-07-16 19:30:00,High,1.84
2023-07-16 22:54:30,Falling,
2023-07-17 02:19:00,Low,0.48
2023-07-17 05:17:00,Rising,
2023-07-17 08:15:00,High,1.32
2023-07-17 10:53:00,Falling,
2023-07-17 13:31:00,Low,0.67
2023-07-17 16:50:30,Rising,
2023-07-17 20:10:00,High,1.85
2023-07-17 23:32:00,Falling,
2023-07-18 02:54:00,Low,0.46
2023-07-18 05:53:30,Rising,
2023-07-18 08:53:00,High,1.34
2023-07-18 11:32:00,Falling,
2023-07-18 14:11:00,Low,0.66
2023-07-18 17:28:30,Rising,
2023-07-18 20:46:00,High,1.85
2023-07-19 00:07:00,Falling,
2023-07-19 03:28:00,Low,0.46
2023-07-19 06:29:00,Rising,
2023-07-19 09:30:00,High,1.36
2023-07-19 12:09:30,Falling,
2023-07-19 14:49:00,Low,0.66
2023-07-19 18:05:30,Rising,
2023-07-19 21:22:00,High,1.83
2023-07-20 00:41:30,Falling,
2023-07-20 04:01:00,Low,0.46
2023-07-20 07:03:00,Rising,
2023-07-20 10:05:00,High,1.37
2023-07-20 12:46:30,Falling,
2023-07-20 15:28:00,Low,0.66
2023-07-20 18:42:30,Rising,
2023-07-20 21:57:00,High,1.8
2023-07-21 01:15:30,Falling,
2023-07-21 04:34:00,Low,0.48
2023-07-21 07:38:00,Rising,
2023-07-21 10:42:00,High,1.38
2023-07-21 13:25:00,Falling,
2023-07-21 16:08:00,Low,0.68
2023-07-21 19:19:30,Rising,
2023-07-21 22:31:00,High,1.75
2023-07-22 01:50:00,Falling,
2023-07-22 05:09:00,Low,0.49
2023-07-22 08:14:30,Rising,
2023-07-22 11:20:00,High,1.39
2023-07-22 14:05:00,Falling,
2023-07-22 16:50:00,Low,0.71
2023-07-22 19:59:00,Rising,
2023-07-22 23:08:00,High,1.67
2023-07-23 02:26:00,Falling,
2023-07-23 05:44:00,Low,0.52
2023-07-23 08:52:30,Rising,
2023-07-23 12:01:00,High,1.41
2023-07-23 14:48:30,Falling,
2023-07-23 17:36:00,Low,0.75
2023-07-23 20:40:30,Rising,
2023-07-23 23:45:00,High,1.58
2023-07-24 03:02:00,Falling,
2023-07-24 06:19:00,Low,0.55
2023-07-24 09:32:00,Rising,
2023-07-24 12:45:00,High,1.43
2023-07-24 15:36:30,Falling,
2023-07-24 18:28:00,Low,0.79
2023-07-24 21:28:30,Rising,
2023-07-25 00:29:00,High,1.48
2023-07-25 03:43:00,Falling,
2023-07-25 06:57:00,Low,0.58
2023-07-25 10:14:30,Rising,
2023-07-25 13:32:00,High,1.47
2023-07-25 16:30:30,Falling,
2023-07-25 19:29:00,Low,0.81
2023-07-25 22:24:00,Rising,
2023-07-26 01:19:00,High,1.38
2023-07-26 04:29:00,Falling,
2023-07-26 07:39:00,Low,0.61
2023-07-26 11:02:00,Rising,
2023-07-26 14:25:00,High,1.51
2023-07-26 17:33:00,Falling,
2023-07-26 20:41:00,Low,0.8
2023-07-26 23:32:30,Rising,
2023-07-27 02:24:00,High,1.3
2023-07-27 05:26:00,Falling,
2023-07-27 08:28:00,Low,0.64
2023-07-27 11:54:30,Rising,
2023-07-27 15:21:00,High,1.58
2023-07-27 18:40:00,Falling,
2023-07-27 21:59:00,Low,0.74
2023-07-28 00:49:00,Rising,
2023-07-28 03:39:00,High,1.25
2023-07-28 06:31:30,Falling,
2023-07-28 09:24:00,Low,0.65
2023-07-28 12:51:30,Rising,
2023-07-28 16:19:00,High,1.67
2023-07-28 19:44:30,Falling,
2023-07-28 23:10:00,Low,0.64
2023-07-29 02:01:30,Rising,
2023-07-29 04:53:00,High,1.26
2023-07-29 07:39:00,Falling,
2023-07-29 10:25:00,Low,0.64
2023-07-29 13:50:30,Rising,
2023-07-29 17:16:00,High,1.78
2023-07-29 20:43:00,Falling,
2023-07-30 00:10:00,Low,0.51
2023-07-30 03:04:30,Rising,
2023-07-30 05:59:00,High,1.3
2023-07-30 08:42:00,Falling,
2023-07-30 11:25:00,Low,0.6
2023-07-30 14:48:30,Rising,
2023-07-30 18:12:00,High,1.9
2023-07-30 21:37:30,Falling,
2023-07-31 01:03:00,Low,0.37
2023-07-31 04:00:30,Rising,
2023-07-31 06:58:00,High,1.36
2023-07-31 09:40:30,Falling,
2023-07-31 12:23:00,Low,0.55
2023-07-31 15:44:00,Rising,
2023-07-31 19:05:00,High,2.01
2023-07-31 22:29:00,Falling,
2023-08-01 01:53:00,Low,0.26
2023-08-01 04:52:30,Rising,
2023-08-01 07:52:00,High,1.43
2023-08-01 10:35:00,Falling,
2023-08-01 13:18:00,Low,0.48
2023-08-01 16:38:00,Rising,
2023-08-01 19:58:00,High,2.09
2023-08-01 23:20:00,Falling,
2023-08-02 02:42:00,Low,0.19
2023-08-02 05:43:00,Rising,
2023-08-02 08:44:00,High,1.49
2023-08-02 11:28:30,Falling,
2023-08-02 14:13:00,Low,0.43
2023-08-02 17:31:00,Rising,
2023-08-02 20:49:00,High,2.13
2023-08-03 00:09:00,Falling,
2023-08-03 03:29:00,Low,0.15
2023-08-03 06:31:30,Rising,
2023-08-03 09:34:00,High,1.54
2023-08-03 12:20:30,Falling,
2023-08-03 15:07:00,Low,0.41
2023-08-03 18:23:00,Rising,
2023-08-03 21:39:00,High,2.1
2023-08-04 00:57:00,Falling,
2023-08-04 04:15:00,Low,0.16
2023-08-04 07:19:30,Rising,
2023-08-04 10:24:00,High,1.58
2023-08-04 13:12:30,Falling,
2023-08-04 16:01:00,Low,0.43
2023-08-04 19:14:30,Rising,
2023-08-04 22:28:00,High,2
2023-08-05 01:44:00,Falling,
2023-08-05 05:00:00,Low,0.22
2023-08-05 08:07:00,Rising,
2023-08-05 11:14:00,High,1.61
2023-08-05 14:06:30,Falling,
2023-08-05 16:59:00,Low,0.48
2023-08-05 20:08:00,Rising,
2023-08-05 23:17:00,High,1.85
2023-08-06 02:31:00,Falling,
2023-08-06 05:45:00,Low,0.3
2023-08-06 08:54:30,Rising,
2023-08-06 12:04:00,High,1.62
2023-08-06 15:01:00,Falling,
2023-08-06 17:58:00,Low,0.55
2023-08-06 21:02:30,Rising,
2023-08-07 00:07:00,High,1.65
2023-08-07 03:18:30,Falling,
2023-08-07 06:30:00,Low,0.41
2023-08-07 09:43:30,Rising,
2023-08-07 12:57:00,High,1.63
2023-08-07 16:00:00,Falling,
2023-08-07 19:03:00,Low,0.63
2023-08-07 22:02:00,Rising,
2023-08-08 01:01:00,High,1.46
2023-08-08 04:08:00,Falling,
2023-08-08 07:15:00,Low,0.52
2023-08-08 10:33:30,Rising,
2023-08-08 13:52:00,High,1.62
2023-08-08 17:04:30,Falling,
2023-08-08 20:17:00,Low,0.69
2023-08-08 23:11:00,Rising,
2023-08-09 02:05:00,High,1.29
2023-08-09 05:04:00,Falling,
2023-08-09 08:03:00,Low,0.62
2023-08-09 11:27:00,Rising,
2023-08-09 14:51:00,High,1.62
2023-08-09 18:15:30,Falling,
2023-08-09 21:40:00,Low,0.7
2023-08-10 00:30:30,Rising,
2023-08-10 03:21:00,High,1.18
2023-08-10 06:09:30,Falling,
2023-08-10 08:58:00,Low,0.69
2023-08-10 12:25:30,Rising,
2023-08-10 15:53:00,High,1.63
2023-08-10 19:26:00,Falling,
2023-08-10 22:59:00,Low,0.66
2023-08-11 01:49:30,Rising,
2023-08-11 04:40:00,High,1.15
2023-08-11 07:19:00,Falling,
2023-08-11 09:58:00,Low,0.73
2023-08-11 13:25:00,Rising,
2023-08-11 16:52:00,High,1.65
2023-08-11 20:26:00,Falling,
2023-08-12 00:00:00,Low,0.6
2023-08-12 02:53:00,Rising,
2023-08-12 05:46:00,High,1.17
2023-08-12 08:22:00,Falling,
2023-08-12 10:58:00,Low,0.73
2023-08-12 14:21:30,Rising,
2023-08-12 17:45:00,High,1.68
2023-08-12 21:15:00,Falling,
2023-08-13 00:45:00,Low,0.54
2023-08-13 03:41:00,Rising,
2023-08-13 06:37:00,High,1.23
2023-08-13 09:14:00,Falling,
2023-08-13 11:51:00,Low,0.7
2023-08-13 15:11:00,Rising,
2023-08-13 18:31:00,High,1.72
2023-08-13 21:57:00,Falling,
2023-08-14 01:23:00,Low,0.49
2023-08-14 04:20:30,Rising,
2023-08-14 07:18:00,High,1.28
2023-08-14 09:58:00,Falling,
2023-08-14 12:38:00,Low,0.65
2023-08-14 15:55:30,Rising,
2023-08-14 19:13:00,High,1.76
2023-08-14 22:35:00,Falling,
2023-08-15 01:57:00,Low,0.45
2023-08-15 04:56:00,Rising,
2023-08-15 07:55:00,High,1.33
2023-08-15 10:37:00,Falling,
2023-08-15 13:19:00,Low,0.61
2023-08-15 16:34:30,Rising,
2023-08-15 19:50:00,High,1.78
2023-08-15 23:09:00,Falling,
2023-08-16 02:28:00,Low,0.42
2023-08-16 05:28:30,Rising,
2023-08-16 08:29:00,High,1.37
2023-08-16 11:12:30,Falling,
2023-08-16 13:56:00,Low,0.58
2023-08-16 17:10:30,Rising,
2023-08-16 20:25:00,High,1.79
2023-08-16 23:42:00,Falling,
2023-08-17 02:59:00,Low,0.4
2023-08-17 06:00:00,Rising,
2023-08-17 09:01:00,High,1.4
2023-08-17 11:46:30,Falling,
2023-08-17 14:32:00,Low,0.56
2023-08-17 17:45:30,Rising,
2023-08-17 20:59:00,High,1.79
2023-08-18 00:13:30,Falling,
2023-08-18 03:28:00,Low,0.39
2023-08-18 06:31:30,Rising,
2023-08-18 09:35:00,High,1.43
2023-08-18 12:22:00,Falling,
2023-08-18 15:09:00,Low,0.56
2023-08-18 18:20:00,Rising,
2023-08-18 21:31:00,High,1.75
2023-08-19 00:44:00,Falling,
2023-08-19 03:57:00,Low,0.4
2023-08-19 07:02:30,Rising,
2023-08-19 10:08:00,High,1.46
2023-08-19 12:57:30,Falling,
2023-08-19 15:47:00,Low,0.57
2023-08-19 18:55:00,Rising,
2023-08-19 22:03:00,High,1.69
2023-08-20 01:15:00,Falling,
2023-08-20 04:27:00,Low,0.42
2023-08-20 07:35:00,Rising,
2023-08-20 10:43:00,High,1.48
2023-08-20 13:35:30,Falling,
2023-08-20 16:28:00,Low,0.6
2023-08-20 19:33:00,Rising,
2023-08-20 22:38:00,High,1.61
2023-08-21 01:47:30,Falling,
2023-08-21 04:57:00,Low,0.46
2023-08-21 08:08:00,Rising,
2023-08-21 11:19:00,High,1.5
2023-08-21 14:15:30,Falling,
2023-08-21 17:12:00,Low,0.64
2023-08-21 20:13:00,Rising,
2023-08-21 23:14:00,High,1.51
2023-08-22 02:21:30,Falling,
2023-08-22 05:29:00,Low,0.5
2023-08-22 08:44:00,Rising,
2023-08-22 11:59:00,High,1.52
2023-08-22 14:59:30,Falling,
2023-08-22 18:00:00,Low,0.68
2023-08-22 20:58:00,Rising,
2023-08-22 23:56:00,High,1.4
2023-08-23 02:59:30,Falling,
2023-08-23 06:03:00,Low,0.56
2023-08-23 09:23:30,Rising,
2023-08-23 12:44:00,High,1.53
2023-08-23 15:52:00,Falling,
2023-08-23 19:00:00,Low,0.71
2023-08-23 21:53:30,Rising,
2023-08-24 00:47:00,High,1.29
2023-08-24 03:46:00,Falling,
2023-08-24 06:45:00,Low,0.62
2023-08-24 10:10:30,Rising,
2023-08-24 13:36:00,High,1.54
2023-08-24 16:55:00,Falling,
2023-08-24 20:14:00,Low,0.72
2023-08-24 23:05:00,Rising,
2023-08-25 01:56:00,High,1.2
2023-08-25 04:48:30,Falling,
2023-08-25 07:41:00,Low,0.67
2023-08-25 11:10:30,Rising,
2023-08-25 14:40:00,High,1.57
2023-08-25 18:08:30,Falling,
2023-08-25 21:37:00,Low,0.67
2023-08-26 00:30:00,Rising,
2023-08-26 03:23:00,High,1.17
2023-08-26 06:07:30,Falling,
2023-08-26 08:52:00,Low,0.7
2023-08-26 12:21:00,Rising,
2023-08-26 15:50:00,High,1.64
2023-08-26 19:21:30,Falling,
2023-08-26 22:53:00,Low,0.56
2023-08-27 01:49:00,Rising,
2023-08-27 04:45:00,High,1.2
2023-08-27 07:26:30,Falling,
2023-08-27 10:08:00,Low,0.67
2023-08-27 13:32:30,Rising,
2023-08-27 16:57:00,High,1.75
2023-08-27 20:25:30,Falling,
2023-08-27 23:54:00,Low,0.43
2023-08-28 02:52:00,Rising,
2023-08-28 05:50:00,High,1.29
2023-08-28 08:32:30,Falling,
2023-08-28 11:15:00,Low,0.59
2023-08-28 14:36:00,Rising,
2023-08-28 17:57:00,High,1.87
2023-08-28 21:21:00,Falling,
2023-08-29 00:45:00,Low,0.3
2023-08-29 03:45:00,Rising,
2023-08-29 06:45:00,High,1.39
2023-08-29 09:30:00,Falling,
2023-08-29 12:15:00,Low,0.49
2023-08-29 15:33:00,Rising,
2023-08-29 18:51:00,High,1.98
2023-08-29 22:12:00,Falling,
2023-08-30 01:33:00,Low,0.19
2023-08-30 04:34:30,Rising,
2023-08-30 07:36:00,High,1.49
2023-08-30 10:23:00,Falling,
2023-08-30 13:10:00,Low,0.4
2023-08-30 16:26:00,Rising,
2023-08-30 19:42:00,High,2.05
2023-08-30 22:59:30,Falling,
2023-08-31 02:17:00,Low,0.12
2023-08-31 05:20:30,Rising,
2023-08-31 08:24:00,High,1.58
2023-08-31 11:13:00,Falling,
2023-08-31 14:02:00,Low,0.33
2023-08-31 17:16:30,Rising,
2023-08-31 20:31:00,High,2.06
2023-08-31 23:45:30,Falling,
2023-09-01 03:00:00,Low,0.11
2023-09-01 06:05:30,Rising,
2023-09-01 09:11:00,High,1.65
2023-09-01 12:03:30,Falling,
2023-09-01 14:56:00,Low,0.31
2023-09-01 18:07:30,Rising,
2023-09-01 21:19:00,High,1.99
2023-09-02 00:31:00,Falling,
2023-09-02 03:43:00,Low,0.15
2023-09-02 06:50:00,Rising,
2023-09-02 09:57:00,High,1.71
2023-09-02 12:53:00,Falling,
2023-09-02 15:49:00,Low,0.33
2023-09-02 18:58:00,Rising,
2023-09-02 22:07:00,High,1.85
2023-09-03 01:16:00,Falling,
2023-09-03 04:25:00,Low,0.23
2023-09-03 07:34:30,Rising,
2023-09-03 10:44:00,High,1.73
2023-09-03 13:44:30,Falling,
2023-09-03 16:45:00,Low,0.39
2023-09-03 19:50:00,Rising,
2023-09-03 22:55:00,High,1.67
2023-09-04 02:00:00,Falling,
2023-09-04 05:05:00,Low,0.34
2023-09-04 08:17:30,Rising,
2023-09-04 11:30:00,High,1.72
2023-09-04 14:37:00,Falling,
2023-09-04 17:44:00,Low,0.48
2023-09-04 20:44:30,Rising,
2023-09-04 23:45:00,High,1.48
2023-09-05 02:45:00,Falling,
2023-09-05 05:45:00,Low,0.47
2023-09-05 09:01:30,Rising,
2023-09-05 12:18:00,High,1.69
2023-09-05 15:32:00,Falling,
2023-09-05 18:46:00,Low,0.57
2023-09-05 21:42:30,Rising,
2023-09-06 00:39:00,High,1.29
2023-09-06 03:34:00,Falling,
2023-09-06 06:29:00,Low,0.6
2023-09-06 09:50:00,Rising,
2023-09-06 13:11:00,High,1.64
2023-09-06 16:35:00,Falling,
2023-09-06 19:59:00,Low,0.63
2023-09-06 22:51:30,Rising,
2023-09-07 01:44:00,High,1.16
2023-09-07 04:30:30,Falling,
2023-09-07 07:17:00,Low,0.7
2023-09-07 10:43:00,Rising,
2023-09-07 14:09:00,High,1.58
2023-09-07 17:44:00,Falling,
2023-09-07 21:19:00,Low,0.66
2023-09-08 00:13:30,Rising,
2023-09-08 03:08:00,High,1.09
2023-09-08 05:44:30,Falling,
2023-09-08 08:21:00,Low,0.77
2023-09-08 11:48:30,Rising,
2023-09-08 15:16:00,High,1.55
2023-09-08 18:55:30,Falling,
2023-09-08 22:35:00,Low,0.64
2023-09-09 01:33:30,Rising,
2023-09-09 04:32:00,High,1.11
2023-09-09 07:03:00,Falling,
2023-09-09 09:34:00,Low,0.79
2023-09-09 12:58:30,Rising,
2023-09-09 16:23:00,High,1.55
2023-09-09 19:58:00,Falling,
2023-09-09 23:33:00,Low,0.59
2023-09-10 02:33:00,Rising,
2023-09-10 05:33:00,High,1.17
2023-09-10 08:08:00,Falling,
2023-09-10 10:43:00,Low,0.76
2023-09-10 14:02:00,Rising,
2023-09-10 17:21:00,High,1.59
2023-09-10 20:48:30,Falling,
2023-09-11 00:16:00,Low,0.53
2023-09-11 03:16:30,Rising,
2023-09-11 06:17:00,High,1.25
2023-09-11 08:58:00,Falling,
2023-09-11 11:39:00,Low,0.7
2023-09-11 14:53:30,Rising,
2023-09-11 18:08:00,High,1.63
2023-09-11 21:30:00,Falling,
2023-09-12 00:52:00,Low,0.48
2023-09-12 03:53:30,Rising,
2023-09-12 06:55:00,High,1.32
2023-09-12 09:39:30,Falling,
2023-09-12 12:24:00,Low,0.63
2023-09-12 15:36:30,Rising,
2023-09-12 18:49:00,High,1.68
2023-09-12 22:06:30,Falling,
2023-09-13 01:24:00,Low,0.43
2023-09-13 04:26:30,Rising,
2023-09-13 07:29:00,High,1.38
2023-09-13 10:16:00,Falling,
2023-09-13 13:03:00,Low,0.57
2023-09-13 16:14:00,Rising,
2023-09-13 19:25:00,High,1.71
2023-09-13 22:39:30,Falling,
2023-09-14 01:54:00,Low,0.39
2023-09-14 04:57:00,Rising,
2023-09-14 08:00:00,High,1.44
2023-09-14 10:50:00,Falling,
2023-09-14 13:40:00,Low,0.53
2023-09-14 16:49:30,Rising,
2023-09-14 19:59:00,High,1.72
2023-09-14 23:10:00,Falling,
2023-09-15 02:21:00,Low,0.37
2023-09-15 05:26:00,Rising,
2023-09-15 08:31:00,High,1.49
2023-09-15 11:23:00,Falling,
2023-09-15 14:15:00,Low,0.5
2023-09-15 17:23:00,Rising,
2023-09-15 20:31:00,High,1.7
2023-09-15 23:39:30,Falling,
2023-09-16 02:48:00,Low,0.37
2023-09-16 05:55:00,Rising,
2023-09-16 09:02:00,High,1.54
2023-09-16 11:57:00,Falling,
2023-09-16 14:52:00,Low,0.49
2023-09-16 17:57:30,Rising,
2023-09-16 21:03:00,High,1.66
2023-09-17 00:09:00,Falling,
2023-09-17 03:15:00,Low,0.38
2023-09-17 06:24:30,Rising,
2023-09-17 09:34:00,High,1.59
2023-09-17 12:32:00,Falling,
2023-09-17 15:30:00,Low,0.49
2023-09-17 18:34:00,Rising,
2023-09-17 21:38:00,High,1.6
2023-09-18 00:41:00,Falling,
2023-09-18 03:44:00,Low,0.41
2023-09-18 06:55:30,Rising,
2023-09-18 10:07:00,High,1.62
2023-09-18 13:09:00,Falling,
2023-09-18 16:11:00,Low,0.51
2023-09-18 19:12:30,Rising,
2023-09-18 22:14:00,High,1.51
2023-09-19 01:14:00,Falling,
2023-09-19 04:14:00,Low,0.46
2023-09-19 07:28:00,Rising,
2023-09-19 10:42:00,High,1.63
2023-09-19 13:48:30,Falling,
2023-09-19 16:55:00,Low,0.54
2023-09-19 19:54:00,Rising,
2023-09-19 22:53:00,High,1.41
2023-09-20 01:49:00,Falling,
2023-09-20 04:45:00,Low,0.52
2023-09-20 08:02:30,Rising,
2023-09-20 11:20:00,High,1.63
2023-09-20 14:32:30,Falling,
2023-09-20 17:45:00,Low,0.58
2023-09-20 20:42:00,Rising,
2023-09-20 23:39:00,High,1.31
2023-09-21 02:31:00,Falling,
2023-09-21 05:23:00,Low,0.6
2023-09-21 08:44:00,Rising,
2023-09-21 12:05:00,High,1.61
2023-09-21 15:25:00,Falling,
2023-09-21 18:45:00,Low,0.62
2023-09-21 21:40:30,Rising,
2023-09-22 00:36:00,High,1.21
2023-09-22 03:23:00,Falling,
2023-09-22 06:10:00,Low,0.67
2023-09-22 09:35:00,Rising,
2023-09-22 13:00:00,High,1.59
2023-09-22 16:30:00,Falling,
2023-09-22 20:00:00,Low,0.62
2023-09-22 22:56:00,Rising,
2023-09-23 01:52:00,High,1.15
2023-09-23 04:34:00,Falling,
2023-09-23 07:16:00,Low,0.73
2023-09-23 10:43:30,Rising,
2023-09-23 14:11:00,High,1.59
2023-09-23 17:46:30,Falling,
2023-09-23 21:22:00,Low,0.58
2023-09-24 00:22:00,Rising,
2023-09-24 03:22:00,High,1.16
2023-09-24 06:01:00,Falling,
2023-09-24 08:40:00,Low,0.74
2023-09-24 12:05:00,Rising,
2023-09-24 15:30:00,High,1.64
2023-09-24 19:01:30,Falling,
2023-09-24 22:33:00,Low,0.48
2023-09-25 01:35:30,Rising,
2023-09-25 04:38:00,High,1.24
2023-09-25 07:19:00,Falling,
2023-09-25 10:00:00,Low,0.68
2023-09-25 13:20:00,Rising,
2023-09-25 16:40:00,High,1.73
2023-09-25 20:05:30,Falling,
2023-09-25 23:31:00,Low,0.37
2023-09-26 02:34:00,Rising,
2023-09-26 05:37:00,High,1.36
2023-09-26 08:22:30,Falling,
2023-09-26 11:08:00,Low,0.57
2023-09-26 14:23:30,Rising,
2023-09-26 17:39:00,High,1.83
2023-09-26 21:00:00,Falling,
2023-09-27 00:21:00,Low,0.26
2023-09-27 03:24:30,Rising,
2023-09-27 06:28:00,High,1.48
2023-09-27 09:17:00,Falling,
2023-09-27 12:06:00,Low,0.46
2023-09-27 15:19:00,Rising,
2023-09-27 18:32:00,High,1.91
2023-09-27 21:48:30,Falling,
2023-09-28 01:05:00,Low,0.18
2023-09-28 04:10:00,Rising,
2023-09-28 07:15:00,High,1.6
2023-09-28 10:07:30,Falling,
2023-09-28 13:00:00,Low,0.36
2023-09-28 16:11:00,Rising,
2023-09-28 19:22:00,High,1.93
2023-09-28 22:34:00,Falling,
2023-09-29 01:46:00,Low,0.15
2023-09-29 04:53:00,Rising,
2023-09-29 08:00:00,High,1.71
2023-09-29 10:56:30,Falling,
2023-09-29 13:53:00,Low,0.29
2023-09-29 17:02:00,Rising,
2023-09-29 20:11:00,High,1.89
2023-09-29 23:19:00,Falling,
2023-09-30 02:27:00,Low,0.16
2023-09-30 05:35:30,Rising,
2023-09-30 08:44:00,High,1.79
2023-09-30 11:44:30,Falling,
2023-09-30 14:45:00,Low,0.27
2023-09-30 17:52:00,Rising,
2023-09-30 20:59:00,High,1.79
2023-10-01 00:32:30,Falling,
2023-10-01 04:06:00,Low,0.23
2023-10-01 07:17:00,Rising,
2023-10-01 10:28:00,High,1.84
2023-10-01 13:33:30,Falling,
2023-10-01 16:39:00,Low,0.3
2023-10-01 19:42:30,Rising,
2023-10-01 22:46:00,High,1.65
2023-10-02 01:45:30,Falling,
2023-10-02 04:45:00,Low,0.33
2023-10-02 07:58:30,Rising,
2023-10-02 11:12:00,High,1.84
2023-10-02 14:22:00,Falling,
2023-10-02 17:32:00,Low,0.35
2023-10-02 20:33:30,Rising,
2023-10-02 23:35:00,High,1.49
2023-10-03 02:29:30,Falling,
2023-10-03 05:24:00,Low,0.45
2023-10-03 08:40:00,Rising,
2023-10-03 11:56:00,High,1.81
2023-10-03 15:12:00,Falling,
2023-10-03 18:28:00,Low,0.43
2023-10-03 21:27:00,Rising,
2023-10-04 00:26:00,High,1.33
2023-10-04 03:14:00,Falling,
2023-10-04 06:02:00,Low,0.57
2023-10-04 09:21:00,Rising,
2023-10-04 12:40:00,High,1.74
2023-10-04 16:03:30,Falling,
2023-10-04 19:27:00,Low,0.52
2023-10-04 22:23:30,Rising,
2023-10-05 01:20:00,High,1.2
2023-10-05 04:02:30,Falling,
2023-10-05 06:45:00,Low,0.69
2023-10-05 10:06:30,Rising,
2023-10-05 13:28:00,High,1.65
2023-10-05 16:59:30,Falling,
2023-10-05 20:31:00,Low,0.59
2023-10-05 23:28:30,Rising,
2023-10-06 02:26:00,High,1.12
2023-10-06 05:01:30,Falling,
2023-10-06 07:37:00,Low,0.78
2023-10-06 11:00:00,Rising,
2023-10-06 14:23:00,High,1.56
2023-10-06 18:03:00,Falling,
2023-10-06 21:43:00,Low,0.63
2023-10-07 00:45:00,Rising,
2023-10-07 03:47:00,High,1.1
2023-10-07 06:16:30,Falling,
2023-10-07 08:46:00,Low,0.84
2023-10-07 12:08:00,Rising,
2023-10-07 15:30:00,High,1.5
2023-10-07 19:10:00,Falling,
2023-10-07 22:50:00,Low,0.63
2023-10-08 01:58:00,Rising,
2023-10-08 05:06:00,High,1.14
2023-10-08 07:36:00,Falling,
2023-10-08 10:06:00,Low,0.84
2023-10-08 13:24:00,Rising,
2023-10-08 16:42:00,High,1.48
2023-10-08 20:14:30,Falling,
2023-10-08 23:47:00,Low,0.6
2023-10-09 02:54:00,Rising,
2023-10-09 06:01:00,High,1.22
2023-10-09 08:39:30,Falling,
2023-10-09 11:18:00,Low,0.79
2023-10-09 14:31:00,Rising,
2023-10-09 17:44:00,High,1.51
2023-10-09 21:07:30,Falling,
2023-10-10 00:31:00,Low,0.55
2023-10-10 03:38:00,Rising,
2023-10-10 06:45:00,High,1.3
2023-10-10 09:30:00,Falling,
2023-10-10 12:15:00,Low,0.72
2023-10-10 15:24:00,Rising,
2023-10-10 18:33:00,High,1.55
2023-10-10 21:50:30,Falling,
2023-10-11 01:08:00,Low,0.49
2023-10-11 04:14:30,Rising,
2023-10-11 07:21:00,High,1.39
2023-10-11 10:12:00,Falling,
2023-10-11 13:03:00,Low,0.64
2023-10-11 16:09:00,Rising,
2023-10-11 19:15:00,High,1.59
2023-10-11 22:28:00,Falling,
2023-10-12 01:41:00,Low,0.44
2023-10-12 04:47:30,Rising,
2023-10-12 07:54:00,High,1.47
2023-10-12 10:49:00,Falling,
2023-10-12 13:44:00,Low,0.57
2023-10-12 16:48:00,Rising,
2023-10-12 19:52:00,High,1.61
2023-10-12 23:01:00,Falling,
2023-10-13 02:10:00,Low,0.41
2023-10-13 05:18:00,Rising,
2023-10-13 08:26:00,High,1.55
2023-10-13 11:24:00,Falling,
2023-10-13 14:22:00,Low,0.52
2023-10-13 17:24:30,Rising,
2023-10-13 20:27:00,High,1.61
2023-10-13 23:32:00,Falling,
2023-10-14 02:37:00,Low,0.39
2023-10-14 05:47:00,Rising,
2023-10-14 08:57:00,High,1.62
2023-10-14 11:58:00,Falling,
2023-10-14 14:59:00,Low,0.47
2023-10-14 18:00:00,Rising,
2023-10-14 21:01:00,High,1.59
2023-10-15 00:03:00,Falling,
2023-10-15 03:05:00,Low,0.4
2023-10-15 06:16:30,Rising,
2023-10-15 09:28:00,High,1.68
2023-10-15 12:32:30,Falling,
2023-10-15 15:37:00,Low,0.44
2023-10-15 18:37:30,Rising,
2023-10-15 21:38:00,High,1.55
2023-10-16 00:35:30,Falling,
2023-10-16 03:33:00,Low,0.42
2023-10-16 06:46:30,Rising,
2023-10-16 10:00:00,High,1.74
2023-10-16 13:08:00,Falling,
2023-10-16 16:16:00,Low,0.43
